CustomerID,Date,Time,StoreLocation,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,PaymentMethod,CustomerAge,CustomerGender,CustomerFeedback,DiscountApplied,MembershipStatus,Country
972,22-Feb-23,2:58:36,Swakopmund,4231,Smartphone,Electronics,1,21928.11,Cash,63,Male,Good quality,Yes,Member,Namibia
2447,10-Mar-23,3:33:45,Walvis Bay,9083,Laptop,Electronics,1,21487.82,Mobile Payment,38,Female,Average experience,Yes,Member,Namibia
1317,25-May-23,9:09:02,Katutura,1293,Monitor,Electronics,2,10645.01,Debit Card,22,Other,Good quality,No,Non-member,Namibia
2887,16-Jan-23,4:23:23,Swakopmund,8307,Cheese,Grocery,2,63.42,Debit Card,27,Female,Highly recommend,No,Non-member,Namibia
1115,8-May-23,8:44:10,Katutura,9687,Shirt,Clothing,5,508.42,Mobile Payment,53,Male,Good quality,No,Member,Namibia
2126,29-May-23,3:49:46,Walvis Bay,7299,Keyboard,Electronics,1,357.68,Mobile Payment,21,Other,Will not visit again,No,Member,Namibia
2,9-Jun-23,12:01:24,Katutura,4526,Pants,Clothing,4,336.1,Debit Card,42,Male,Highly recommend,Yes,Member,Namibia
2937,27-May-23,4:32:20,Swakopmund,9288,Milk,Grocery,3,27,Credit Card,68,Male,Excellent service,No,Member,Namibia
2245,28-May-23,18:04:10,Khomasdal,9054,Milk,Grocery,2,27,Credit Card,21,Other,Good quality,No,Non-member,Namibia
1103,28-Mar-23,2:57:14,Walvis Bay,6665,Hat,Clothing,2,165.75,Credit Card,75,Female,Will not visit again,No,Non-member,Namibia
1960,3-May-23,3:27:27,Walvis Bay,3387,Smartphone,Electronics,1,12367.77,Debit Card,42,Female,Poor service,No,Member,Namibia
2521,28-Apr-23,8:04:17,Katutura,1336,Pants,Clothing,5,566.5,Debit Card,44,Other,Highly recommend,No,Member,Namibia
367,28-Jun-23,4:43:07,Walvis Bay,8780,Jacket,Clothing,5,293.02,Mobile Payment,73,Female,Poor service,Yes,Non-member,Namibia
1430,15-Mar-23,14:58:27,Walvis Bay,2611,Pants,Clothing,1,251.03,Cash,20,Female,Excellent service,Yes,Member,Namibia
791,18-Jan-23,20:06:13,Katutura,8414,Hat,Clothing,1,122.95,Debit Card,68,Male,Average experience,No,Non-member,Namibia
2489,27-Jun-23,21:36:16,Walvis Bay,2471,Bread,Grocery,1,26.69,Mobile Payment,60,Male,Excellent service,No,Member,Namibia
2525,1-Jan-23,2:27:44,Swakopmund,7972,Jacket,Clothing,3,352.61,Debit Card,67,Other,Will not visit again,Yes,Member,Namibia
356,1-May-23,12:59:58,Katutura,9436,Hat,Clothing,2,193.93,Credit Card,47,Male,Will not visit again,No,Non-member,Namibia
2633,3-Mar-23,1:37:32,Katutura,4474,Shoes,Clothing,3,618.33,Credit Card,54,Other,Average experience,No,Non-member,Namibia
383,15-Apr-23,15:16:29,Walvis Bay,7180,Smartphone,Electronics,1,"14,695.99",Mobile Payment,23,Female,Highly recommend,No,Non-member,Namibia
1054,20-Feb-23,23:27:15,Walvis Bay,1728,Smartphone,Electronics,1,11085.49,Cash,34,Male,Will not visit again,Yes,Non-member,Namibia
2556,17-May-23,14:15:52,Walvis Bay,7290,Shoes,Clothing,1,270.38,Credit Card,31,Female,Highly recommend,No,Non-member,Namibia
1979,24-May-23,4:48:23,Katutura,3430,Headphones,Electronics,1,785.38,Debit Card,61,Other,Poor service,Yes,Non-member,Namibia
710,10-May-23,1:01:17,Khomasdal,4012,Jacket,Clothing,5,456.52,Debit Card,31,Male,Good quality,Yes,Member,Namibia
2987,21-Jun-23,1:38:17,Swakopmund,3325,Bread,Grocery,3,18.94,Credit Card,68,Other,Good quality,Yes,Member,Namibia
241,26-Jan-23,14:45:34,Katutura,4104,Smartphone,Electronics,1,19209.46,Debit Card,25,Female,Good quality,Yes,Member,Namibia
2954,1-Jun-23,3:53:32,Swakopmund,4523,Headphones,Electronics,2,803.96,Cash,54,Female,Good quality,Yes,Non-member,Namibia
457,26-Jun-23,12:10:37,Windhoek Central,2144,Laptop,Electronics,2,19641.61,Cash,61,Other,Highly recommend,No,Member,Namibia
1526,5-Jan-23,10:35:45,Swakopmund,5124,Cheese,Grocery,3,40.07,Credit Card,43,Other,Excellent service,Yes,Member,Namibia
110,29-Mar-23,8:21:53,Walvis Bay,3944,Jacket,Clothing,3,678.03,Credit Card,40,Female,Average experience,Yes,Non-member,Namibia
198,21-Mar-23,0:43:02,Walvis Bay,2951,Hat,Clothing,3,114.29,Credit Card,65,Other,Will not visit again,Yes,Member,Namibia
1500,30-May-23,18:41:56,Swakopmund,4433,Keyboard,Electronics,1,290.63,Mobile Payment,63,Other,Excellent service,Yes,Member,Namibia
1584,21-Jun-23,9:25:51,Walvis Bay,3910,Bread,Grocery,1,21.53,Debit Card,42,Other,Average experience,Yes,Member,Namibia
1878,10-Mar-23,16:10:30,Khomasdal,5831,Cheese,Grocery,2,47.99,Cash,59,Male,Will not visit again,Yes,Non-member,Namibia
13,20-Jun-23,16:37:56,Swakopmund,8217,Bread,Grocery,1,19.11,Cash,61,Other,Poor service,No,Non-member,Namibia
1406,5-Feb-23,3:44:37,Swakopmund,4911,Milk,Grocery,2,27,Credit Card,51,Male,Poor service,No,Non-member,Namibia
570,19-Feb-23,16:15:58,Windhoek Central,3530,Eggs,Grocery,3,28.85,Mobile Payment,40,Female,Excellent service,No,Non-member,Namibia
1404,15-Jan-23,12:08:59,Katutura,2889,Shoes,Clothing,3,352.19,Cash,58,Female,Excellent service,Yes,Non-member,Namibia
1991,6-Jan-23,12:23:33,Katutura,1096,Keyboard,Electronics,1,328.96,Cash,61,Female,Highly recommend,Yes,Member,Namibia
462,25-Feb-23,10:25:40,Walvis Bay,9039,Keyboard,Electronics,1,411.19,Mobile Payment,26,Female,Poor service,No,Member,Namibia
136,12-May-23,7:32:32,Khomasdal,1246,Milk,Grocery,1,27,Cash,34,Other,Poor service,Yes,Non-member,Namibia
952,1-Mar-23,17:50:30,Walvis Bay,6566,Shoes,Clothing,3,457.09,Credit Card,32,Female,Excellent service,Yes,Member,Namibia
1913,30-Jun-23,0:05:50,Walvis Bay,3468,Keyboard,Electronics,1,384.8,Mobile Payment,30,Other,Excellent service,No,Member,Namibia
242,30-May-23,0:10:49,Windhoek Central,3540,Hat,Clothing,2,192.44,Credit Card,63,Male,Poor service,Yes,Member,Namibia
901,14-May-23,8:21:24,Katutura,9123,Eggs,Grocery,3,43.97,Mobile Payment,56,Female,Will not visit again,Yes,Member,Namibia
894,11-May-23,12:32:04,Katutura,2774,Keyboard,Electronics,2,213.15,Mobile Payment,43,Female,Poor service,Yes,Member,Namibia
1060,27-Jan-23,7:59:13,Katutura,7088,Butter,Grocery,3,65.43,Cash,18,Other,Poor service,No,Member,Namibia
2973,23-May-23,23:56:21,Swakopmund,7492,Cheese,Grocery,3,73.8,Debit Card,65,Female,Excellent service,Yes,Member,Namibia
838,4-Jan-23,11:22:20,Katutura,7673,Eggs,Grocery,2,48.66,Credit Card,39,Male,Excellent service,Yes,Non-member,Namibia
869,16-Apr-23,6:18:17,Katutura,4374,Butter,Grocery,1,57.7,Debit Card,73,Other,Highly recommend,Yes,Member,Namibia
758,9-Jan-23,5:38:53,Walvis Bay,7978,Eggs,Grocery,2,44.48,Debit Card,26,Other,Average experience,Yes,Non-member,Namibia
1745,12-Jan-23,6:21:52,Khomasdal,9969,Monitor,Electronics,1,7847.05,Cash,19,Male,Excellent service,No,Non-member,Namibia
2797,22-Mar-23,11:43:00,Katutura,4391,Hat,Clothing,1,239.22,Cash,26,Female,Good quality,Yes,Member,Namibia
1806,8-May-23,19:37:16,Katutura,9198,Eggs,Grocery,3,41.43,Debit Card,32,Female,Good quality,Yes,Non-member,Namibia
282,27-May-23,19:44:14,Khomasdal,3108,Hat,Clothing,2,182.76,Debit Card,37,Male,Highly recommend,Yes,Member,Namibia
2412,23-Feb-23,11:18:23,Katutura,8292,Pants,Clothing,5,509.76,Debit Card,39,Other,Poor service,Yes,Member,Namibia
2255,27-Mar-23,10:07:28,Walvis Bay,7230,Milk,Grocery,3,27,Debit Card,73,Male,Highly recommend,No,Member,Namibia
924,24-Jan-23,20:20:35,Khomasdal,1746,Keyboard,Electronics,1,331.03,Cash,23,Male,Excellent service,No,Non-member,Namibia
2736,30-May-23,8:00:02,Walvis Bay,9599,Smartphone,Electronics,1,9169.94,Cash,38,Male,Highly recommend,Yes,Member,Namibia
2093,13-Jun-23,0:14:41,Swakopmund,8689,Jacket,Clothing,4,565.44,Credit Card,54,Male,Will not visit again,Yes,Non-member,Namibia
2430,5-Jan-23,22:51:48,Walvis Bay,9860,Smartphone,Electronics,1,22144.62,Mobile Payment,33,Male,Poor service,No,Non-member,Namibia
431,22-Jan-23,2:18:19,Khomasdal,5972,Monitor,Electronics,2,8812,Debit Card,57,Female,Good quality,Yes,Member,Namibia
2626,15-Jan-23,15:09:41,Khomasdal,2090,Laptop,Electronics,1,21521.41,Cash,56,Female,Highly recommend,Yes,Non-member,Namibia
744,21-Mar-23,10:33:48,Walvis Bay,3969,Cheese,Grocery,3,46.42,Credit Card,28,Male,Highly recommend,Yes,Non-member,Namibia
2397,19-Jun-23,19:03:18,Katutura,4325,Bread,Grocery,3,26.12,Cash,72,Female,Will not visit again,No,Non-member,Namibia
1885,12-May-23,21:12:06,Walvis Bay,8288,Laptop,Electronics,2,11319.35,Debit Card,32,Other,Will not visit again,Yes,Member,Namibia
876,28-Mar-23,16:41:58,Katutura,2803,Milk,Grocery,2,27,Cash,27,Other,Will not visit again,No,Member,Namibia
2645,15-Apr-23,23:23:04,Walvis Bay,9793,Shoes,Clothing,5,228.65,Cash,63,Female,Good quality,No,Non-member,Namibia
1514,21-Jan-23,0:10:14,Windhoek Central,3576,Jacket,Clothing,3,418.36,Cash,43,Other,Average experience,No,Non-member,Namibia
1972,2-Jun-23,21:03:12,Khomasdal,6619,Pants,Clothing,4,216.59,Mobile Payment,55,Male,Excellent service,Yes,Non-member,Namibia
398,26-Jun-23,6:35:04,Khomasdal,2405,Jacket,Clothing,1,572.58,Mobile Payment,28,Male,Good quality,Yes,Non-member,Namibia
133,17-Apr-23,18:07:14,Swakopmund,9171,Jacket,Clothing,5,569.97,Credit Card,47,Male,Poor service,No,Non-member,Namibia
2651,20-Jan-23,14:06:30,Swakopmund,4883,Keyboard,Electronics,1,328.51,Debit Card,49,Male,Average experience,Yes,Non-member,Namibia
2169,18-Jun-23,18:34:49,Swakopmund,3496,Bread,Grocery,3,17.83,Credit Card,63,Other,Average experience,Yes,Non-member,Namibia
2044,20-Feb-23,11:25:57,Walvis Bay,1860,Smartphone,Electronics,2,14469.98,Mobile Payment,54,Male,Highly recommend,No,Member,Namibia
199,27-Jan-23,5:07:06,Walvis Bay,5855,Monitor,Electronics,2,7673.28,Cash,49,Female,Good quality,Yes,Non-member,Namibia
1898,20-Mar-23,10:17:01,Khomasdal,6300,Shoes,Clothing,1,663.31,Mobile Payment,25,Male,Excellent service,No,Member,Namibia
2683,11-May-23,7:01:00,Katutura,9443,Milk,Grocery,3,27,Credit Card,37,Male,Good quality,No,Non-member,Namibia
2373,29-Apr-23,5:01:36,Swakopmund,3982,Cheese,Grocery,2,67.32,Cash,50,Other,Average experience,No,Member,Namibia
2428,23-Feb-23,21:19:13,Walvis Bay,5686,Shoes,Clothing,2,399.89,Mobile Payment,49,Female,Poor service,Yes,Non-member,Namibia
839,13-Apr-23,13:46:01,Swakopmund,6921,Milk,Grocery,2,27,Mobile Payment,47,Other,Will not visit again,No,Non-member,Namibia
1787,3-Jan-23,20:25:45,Swakopmund,9291,Eggs,Grocery,2,43.84,Credit Card,29,Female,Average experience,No,Non-member,Namibia
1252,10-Mar-23,22:15:49,Walvis Bay,9912,Butter,Grocery,1,43.65,Mobile Payment,25,Male,Highly recommend,Yes,Member,Namibia
634,23-Jun-23,12:11:47,Swakopmund,8038,Pants,Clothing,3,446.74,Debit Card,55,Female,Average experience,Yes,Non-member,Namibia
2531,8-Apr-23,7:14:06,Walvis Bay,4345,Monitor,Electronics,2,"9,107.78",Cash,36,Female,Will not visit again,Yes,Member,Namibia
1350,21-Apr-23,11:01:04,Swakopmund,3938,Keyboard,Electronics,2,278.76,Mobile Payment,44,Female,Poor service,No,Non-member,Namibia
1208,18-Mar-23,14:28:29,Windhoek Central,7213,Butter,Grocery,1,60.95,Debit Card,21,Male,Will not visit again,No,Member,Namibia
2389,9-Jun-23,16:30:47,Windhoek Central,5808,Eggs,Grocery,1,25.62,Mobile Payment,25,Female,Poor service,Yes,Member,Namibia
1419,3-Apr-23,21:27:49,Walvis Bay,7414,Shoes,Clothing,3,526.65,Cash,47,Other,Good quality,Yes,Non-member,Namibia
2598,13-Feb-23,10:04:40,Katutura,8014,Pants,Clothing,1,430.32,Cash,74,Female,Poor service,No,Non-member,Namibia
1805,19-Apr-23,4:27:42,Khomasdal,9180,Shoes,Clothing,1,244.13,Debit Card,38,Other,Average experience,No,Member,Namibia
1853,4-Feb-23,2:57:12,Swakopmund,8418,Butter,Grocery,3,46.15,Debit Card,51,Female,Excellent service,Yes,Member,Namibia
317,17-Jun-23,6:33:46,Katutura,5939,Bread,Grocery,3,20.38,Credit Card,34,Other,Average experience,No,Non-member,Namibia
2292,5-Apr-23,19:46:47,Windhoek Central,3880,Butter,Grocery,2,28.15,Credit Card,43,Other,Good quality,No,Non-member,Namibia
986,1-Mar-23,14:09:47,Khomasdal,6333,Monitor,Electronics,2,8666.84,Cash,75,Other,Good quality,No,Member,Namibia
2677,30-May-23,3:13:23,Swakopmund,5107,Keyboard,Electronics,2,227.79,Cash,24,Female,Poor service,No,Non-member,Namibia
1796,17-Jun-23,1:41:26,Katutura,4378,Bread,Grocery,2,18.39,Debit Card,67,Male,Excellent service,Yes,Non-member,Namibia
302,30-Apr-23,7:28:00,Katutura,9456,Laptop,Electronics,1,"13,363.04",Mobile Payment,40,Other,Good quality,Yes,Member,Namibia
929,21-Jun-23,3:29:35,Windhoek Central,4431,Keyboard,Electronics,1,236.83,Credit Card,31,Other,Good quality,No,Member,Namibia
2419,24-Mar-23,23:39:35,Windhoek Central,8916,Laptop,Electronics,1,22841.14,Credit Card,57,Male,Average experience,Yes,Non-member,Namibia
2541,3-Feb-23,10:14:32,Khomasdal,6536,Headphones,Electronics,2,954.25,Mobile Payment,26,Male,Excellent service,Yes,Member,Namibia
2810,29-Jun-23,4:11:52,Swakopmund,7835,Eggs,Grocery,2,34.7,Credit Card,62,Male,Highly recommend,Yes,Non-member,Namibia
455,21-Feb-23,3:24:03,Katutura,5609,Pants,Clothing,2,322.76,Cash,28,Other,Excellent service,No,Non-member,Namibia
2184,17-May-23,16:08:59,Windhoek Central,1216,Headphones,Electronics,1,790.73,Debit Card,32,Female,Good quality,Yes,Member,Namibia
1353,7-May-23,9:55:15,Khomasdal,9391,Jacket,Clothing,4,354.25,Credit Card,29,Male,Will not visit again,Yes,Member,Namibia
1966,27-Apr-23,16:18:56,Swakopmund,4828,Monitor,Electronics,2,"9,524.11",Debit Card,40,Female,Highly recommend,No,Member,Namibia
878,31-Jan-23,14:48:56,Swakopmund,1384,Pants,Clothing,3,390.84,Credit Card,73,Other,Will not visit again,No,Non-member,Namibia
2857,19-Feb-23,7:38:40,Walvis Bay,7013,Pants,Clothing,5,306.76,Cash,23,Other,Highly recommend,Yes,Member,Namibia
1791,11-Mar-23,21:12:08,Khomasdal,2350,Cheese,Grocery,1,43.34,Mobile Payment,51,Other,Average experience,Yes,Member,Namibia
2233,16-Jun-23,6:43:05,Katutura,9514,Bread,Grocery,2,23.91,Cash,39,Female,Good quality,Yes,Member,Namibia
1228,16-Feb-23,11:48:18,Khomasdal,6111,Butter,Grocery,3,34.4,Credit Card,74,Other,Highly recommend,Yes,Non-member,Namibia
307,9-Jan-23,6:10:09,Windhoek Central,4357,Jacket,Clothing,3,781.28,Debit Card,27,Other,Poor service,No,Member,Namibia
228,2-Jan-23,5:41:31,Walvis Bay,8105,Hat,Clothing,1,169.34,Credit Card,64,Male,Highly recommend,Yes,Member,Namibia
113,9-Feb-23,4:06:25,Walvis Bay,7985,Laptop,Electronics,1,18518.87,Mobile Payment,45,Female,Poor service,No,Member,Namibia
1467,26-Jun-23,2:24:12,Khomasdal,4687,Pants,Clothing,5,238.56,Mobile Payment,52,Female,Excellent service,No,Non-member,Namibia
1175,29-Jan-23,22:20:32,Windhoek Central,4600,Jacket,Clothing,3,783.29,Cash,48,Female,Poor service,No,Non-member,Namibia
184,10-Mar-23,8:03:03,Khomasdal,9062,Shirt,Clothing,2,330.73,Cash,69,Other,Poor service,Yes,Non-member,Namibia
1524,5-Feb-23,0:58:35,Swakopmund,7290,Shoes,Clothing,2,695.7,Credit Card,48,Other,Will not visit again,Yes,Member,Namibia
2812,22-Apr-23,0:31:50,Katutura,7342,Jacket,Clothing,5,605.04,Credit Card,75,Male,Highly recommend,Yes,Non-member,Namibia
2855,16-Jun-23,9:03:13,Katutura,1247,Bread,Grocery,2,25.14,Mobile Payment,73,Male,Highly recommend,Yes,Member,Namibia
2496,16-Jun-23,9:47:53,Windhoek Central,2853,Bread,Grocery,2,15.84,Debit Card,50,Male,Will not visit again,No,Non-member,Namibia
1637,13-Jan-23,13:41:00,Swakopmund,2642,Eggs,Grocery,2,54.29,Debit Card,61,Female,Good quality,No,Member,Namibia
1781,10-Jun-23,22:05:05,Windhoek Central,9653,Eggs,Grocery,3,39.53,Debit Card,74,Other,Poor service,No,Member,Namibia
2086,15-Mar-23,22:44:48,Katutura,4262,Milk,Grocery,2,27,Mobile Payment,44,Other,Average experience,No,Member,Namibia
120,28-Mar-23,8:12:16,Windhoek Central,7794,Cheese,Grocery,1,65.47,Mobile Payment,26,Other,Poor service,Yes,Member,Namibia
14,15-Apr-23,22:21:15,Walvis Bay,3821,Monitor,Electronics,2,"5,931.37",Debit Card,59,Female,Average experience,No,Non-member,Namibia
1420,28-Apr-23,19:29:15,Swakopmund,8193,Butter,Grocery,3,68.65,Mobile Payment,66,Other,Poor service,No,Member,Namibia
1187,16-Jun-23,13:26:37,Katutura,2655,Bread,Grocery,3,14.98,Cash,66,Male,Poor service,No,Member,Namibia
1457,18-Feb-23,10:19:27,Katutura,9785,Butter,Grocery,1,56.63,Mobile Payment,61,Other,Excellent service,Yes,Non-member,Namibia
2962,8-Apr-23,12:02:15,Khomasdal,4767,Jacket,Clothing,3,797.48,Credit Card,61,Male,Average experience,Yes,Member,Namibia
2087,9-Jan-23,8:37:13,Swakopmund,4324,Headphones,Electronics,1,979.95,Cash,56,Male,Excellent service,No,Member,Namibia
526,5-Apr-23,16:15:38,Khomasdal,7107,Keyboard,Electronics,2,433.99,Mobile Payment,39,Female,Average experience,Yes,Member,Namibia
318,15-Jun-23,15:10:23,Walvis Bay,3402,Bread,Grocery,2,25.66,Credit Card,59,Male,Excellent service,Yes,Non-member,Namibia
559,22-Apr-23,17:12:40,Walvis Bay,6266,Hat,Clothing,3,158,Mobile Payment,71,Female,Poor service,No,Member,Namibia
2503,3-Feb-23,13:09:16,Katutura,2908,Shoes,Clothing,4,519.36,Debit Card,49,Male,Will not visit again,Yes,Non-member,Namibia
2296,15-Mar-23,2:07:33,Walvis Bay,8441,Smartphone,Electronics,1,14664.31,Debit Card,52,Other,Excellent service,Yes,Member,Namibia
697,3-Jan-23,19:08:32,Khomasdal,8159,Shoes,Clothing,3,337.3,Credit Card,63,Male,Highly recommend,No,Non-member,Namibia
1304,23-Jun-23,21:10:01,Khomasdal,8775,Hat,Clothing,5,109.08,Cash,22,Other,Will not visit again,Yes,Member,Namibia
2367,13-Apr-23,3:30:55,Swakopmund,3448,Keyboard,Electronics,2,372.59,Debit Card,45,Other,Highly recommend,Yes,Member,Namibia
2731,14-Jun-23,9:54:21,Walvis Bay,7473,Keyboard,Electronics,2,400.52,Mobile Payment,33,Male,Highly recommend,Yes,Member,Namibia
583,29-May-23,1:29:01,Swakopmund,4552,Shoes,Clothing,3,467.44,Cash,44,Female,Highly recommend,Yes,Member,Namibia
170,18-May-23,21:59:52,Katutura,5479,Headphones,Electronics,1,855.34,Cash,29,Female,Will not visit again,Yes,Non-member,Namibia
2403,15-Jun-23,8:39:49,Khomasdal,5548,Bread,Grocery,1,13.61,Debit Card,32,Other,Highly recommend,Yes,Non-member,Namibia
1329,29-Mar-23,12:46:43,Katutura,4342,Shirt,Clothing,4,405.81,Cash,45,Male,Poor service,No,Member,Namibia
2597,19-Apr-23,5:12:29,Swakopmund,1937,Smartphone,Electronics,2,"16,506.31",Debit Card,31,Male,Poor service,Yes,Non-member,Namibia
2689,2-Jun-23,17:00:05,Swakopmund,7535,Pants,Clothing,4,193.87,Mobile Payment,41,Other,Poor service,No,Member,Namibia
755,12-May-23,14:32:27,Khomasdal,8886,Butter,Grocery,3,62.19,Credit Card,50,Female,Good quality,Yes,Non-member,Namibia
1575,25-Mar-23,7:21:52,Khomasdal,4516,Laptop,Electronics,2,21457.14,Cash,61,Female,Excellent service,No,Member,Namibia
2829,13-Jun-23,5:57:38,Windhoek Central,2107,Bread,Grocery,1,13.2,Mobile Payment,69,Male,Good quality,No,Non-member,Namibia
1254,25-Jan-23,3:58:26,Swakopmund,7083,Smartphone,Electronics,2,12203.85,Cash,18,Other,Highly recommend,No,Non-member,Namibia
2646,25-Mar-23,9:06:00,Katutura,7396,Hat,Clothing,5,198.99,Debit Card,34,Male,Poor service,Yes,Member,Namibia
823,7-Jun-23,2:28:20,Katutura,5920,Headphones,Electronics,1,736.26,Mobile Payment,30,Female,Good quality,No,Non-member,Namibia
